ID,Time,Category,Channel,Duration,EndPoint,Back_count,Forward_count,Dash_count,Max_Speed_x,Time_int,앞뒤이동차이,앞이동배속차이,뒤이동배속차이,이동전체배속차이,대쉬배속차이,앞이동대쉬차이,뒤이동대쉬차이,이동전체대쉬차이,Max_Speed_binary,Category_Mapped_Value,Max_Speed_x_categorical
jYLSqElv,2024-04-15 00:46:25_408645,People & Blogs,세상이슈돌이,448,439.207085,0,2,0,1.0,0,0.0,192.7347795,0.0,192.7347795,0.0,0.0,0.0,0.0,0,2.6666666666666665,1
jYLSqElv,2024-04-15 00:51:34_473746,Entertainment,잼뱅TV,545,513.348705,1,2,0,1.5,0,488.0029345,484.39546349999995,3.851512,324.2141463333333,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-15 01:01:37_451082,Entertainment,성쩍향상TV,596,571.057612,3,7,0,1.5,1,218.53467966666665,244.27915824999997,252.02776325,246.60373975000002,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-15 01:02:37_470130,Entertainment,성쩍향상TV,584,541.089213,1,25,0,1.0,1,140.43016364,294.25723763999997,355.847172,296.6260812692307,0.0,0.0,0.0,0.0,0,1.5384615384615385,1
jYLSqElv,2024-04-15 01:06:29_750406,Entertainment,성쩍향상TV,561,560.581,4,23,0,1.5,1,153.92275094565215,242.82149367391304,272.24320325,247.180265462963,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-15 18:57:32_616646,Sports,엠빅뉴스,231,227.610374,5,3,0,1.0,18,90.00277813333332,74.62948466666668,15.500272933333331,37.67372733333334,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-15 19:02:12_395562,News & Politics,KBS News,109,102.630001,0,1,0,1.0,19,0.0,22.620136,0.0,22.620136,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-15 19:26:52_287924,Gaming,피닉스박,1317,1299.192311,2,1,0,1.0,19,592.2724825,1134.153859,592.2724825,772.8996080000001,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-15 19:32:57_035947,Gaming,무디,288,274.638599,2,1,0,1.0,19,83.209238,21.56087,83.209238,62.659782,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-15 19:38:12_456659,Gaming,무디,308,305.450985,0,0,0,1.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-15 19:41:33_061796,Gaming,벼자,400,165.939851,3,1,0,1.0,19,15.656355666666665,19.0,3.343644333333333,7.257733249999999,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-16 02:06:20_747369,Music,Pan Piano,138,126.969447,1,6,0,1.0,2,78.33048766666666,79.10481766666666,0.77433,67.914748,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-16 02:12:03_675007,People & Blogs,고흐의 똑똑한 연애생활,344,3.051123,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6666666666666665,1
jYLSqElv,2024-04-16 02:12:08_260886,Entertainment,우와한 비디오,327,0.0,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5384615384615385,1
jYLSqElv,2024-04-16 02:16:57_783512,People & Blogs,고흐의 똑똑한 연애생활,344,288.577853,1,0,0,1.5,2,0.0,0.0,2.927773,2.927773,0.0,0.0,0.0,0.0,1,2.6666666666666665,1.5
jYLSqElv,2024-04-16 02:17:00_311005,People & Blogs,바라신 TV,1431,2.988774,0,0,0,1.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6666666666666665,1.5
jYLSqElv,2024-04-16 02:17:01_297483,People & Blogs,고흐의 똑똑한 연애생활,344,0.70578,0,0,0,1.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6666666666666665,1.5
jYLSqElv,2024-04-16 02:20:50_446848,Entertainment,나만의 작은 버츄얼,157,156.881,0,1,0,1.5,2,0.0,12.62328,0.0,12.62328,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-16 02:25:46_050320,News & Politics,연합뉴스 Yonhapnews,155,128.841433,0,1,0,1.0,2,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0,33.0,1
